WsWaIdx,DateHrGmt,DateHrLwt,FcastHr,Tsfc_F,Tdew_F,Twet_F,Rh_PCT,Psfc_MB,CldCov_PCT,Twc_F,Tapp_F,Spd_KTS,Dir_DEG,PcpPrevHr_IN,DnSol_WsqM,DiffHorz_WsqM,DirNormIr_WsqM,Spd_MPH
39899,2014-06-26-06,2014-06-26-00,0,62.6,58.9,60.3,88,995.5,74,62.2,62.2,7,10,0.00,0,0,0,8
39899,2014-06-26-07,2014-06-26-01,0,62.6,58.9,60.3,88,995.9,83,62.3,62.3,6,310,0.00,0,0,0,7
39899,2014-06-26-08,2014-06-26-02,0,62.6,57.1,59.3,83,995.5,81,62.1,62.1,7,360,0.00,0,0,0,8
39899,2014-06-26-09,2014-06-26-03,0,60.8,57.1,58.5,88,995.5,44,59.7,59.7,8,10,0.00,0,0,0,9
39899,2014-06-26-10,2014-06-26-04,0,60.8,57.1,58.5,88,995.9,42,60.0,60.0,7,60,0.00,0,0,0,8
39899,2014-06-26-11,2014-06-26-05,0,60.8,57.1,58.5,88,995.9,49,60.1,60.1,6,20,0.00,10,10,0,7
39899,2014-06-26-12,2014-06-26-06,0,61.0,57.6,58.7,89,1018.2,72,60.3,60.3,7,20,0.00,103,62,213,8
39899,2014-06-26-13,2014-06-26-07,0,62.6,57.1,59.3,83,996.9,91,62.6,62.6,4,20,0.00,215,154,164,5
39899,2014-06-26-14,2014-06-26-08,0,62.6,57.1,59.3,83,996.9,96,62.4,62.4,6,20,0.00,337,245,169,7
39899,2014-06-26-15,2014-06-26-09,0,66.2,58.9,61.6,78,996.5,87,66.2,66.2,7,20,0.00,545,310,338,8
39899,2014-06-26-16,2014-06-26-10,0,71.6,60.7,64.5,69,995.9,87,71.6,76.2,6,360,0.00,671,319,431,7
39899,2014-06-26-17,2014-06-26-11,0,73.4,62.5,66.1,69,995.5,85,73.4,77.0,7,90,0.00,773,356,462,8
39899,2014-06-26-18,2014-06-26-12,0,75.2,62.6,66.6,65,995.2,42,75.2,78.0,8,30,0.00,921,278,681,9
39899,2014-06-26-19,2014-06-26-13,0,75.0,62.9,65.3,66,1017.5,9,75.0,77.9,7,40,0.00,931,247,727,8
39899,2014-06-26-20,2014-06-26-14,0,75.2,62.6,66.6,65,994.9,1,75.2,78.0,9,70,0.00,877,218,741,10
39899,2014-06-26-21,2014-06-26-15,0,73.4,62.5,66.1,69,994.6,11,73.4,77.0,11,80,0.00,778,170,764,13
39899,2014-06-26-22,2014-06-26-16,0,71.6,62.5,65.4,73,994.2,27,71.6,76.2,11,90,0.00,622,157,697,13
39899,2014-06-26-23,2014-06-26-17,0,72.0,62.0,64.9,71,1016.5,46,72.0,76.4,10,90,0.00,442,111,651,12
39899,2014-06-27-00,2014-06-26-18,0,66.2,60.7,62.7,83,994.2,42,65.9,65.9,10,100,0.00,262,133,385,12
39899,2014-06-27-01,2014-06-26-19,0,64.4,60.7,62.0,88,994.6,19,64.4,64.4,6,80,0.00,107,77,191,7
39899,2014-06-27-02,2014-06-26-20,0,62.6,60.7,61.4,94,994.9,23,62.4,62.4,6,60,0.00,0,0,0,7
39899,2014-06-27-03,2014-06-26-21,0,62.6,60.7,61.4,94,995.2,30,62.1,62.1,7,90,0.00,0,0,0,8
39899,2014-06-27-04,2014-06-26-22,0,62.6,60.7,61.4,94,995.5,32,62.1,62.1,7,80,0.00,0,0,0,8
39899,2014-06-27-05,2014-06-26-23,0,62.1,59.9,59.5,93,1017.8,37,61.4,61.4,7,80,0.00,0,0,0,8
39899,2014-06-27-06,2014-06-27-00,0,62.6,60.7,61.4,94,994.9,59,62.0,62.0,7,90,0.00,0,0,0,8
39899,2014-06-27-07,2014-06-27-01,0,62.6,60.7,61.4,94,994.9,56,62.6,62.6,3,90,0.00,0,0,0,3
39899,2014-06-27-08,2014-06-27-02,0,64.4,62.5,63.2,94,994.6,38,64.4,64.4,3,70,0.00,0,0,0,3
39899,2014-06-27-09,2014-06-27-03,0,64.4,62.5,63.2,94,994.6,28,64.4,64.4,4,90,0.00,0,0,0,5
39899,2014-06-27-10,2014-06-27-04,0,64.4,62.5,63.2,94,994.9,28,64.4,64.4,5,100,0.00,0,0,0,6
39899,2014-06-27-11,2014-06-27-05,0,64.4,62.5,63.2,94,994.9,22,64.4,64.4,6,70,0.00,10,10,0,7
39899,2014-06-27-12,2014-06-27-06,0,69.8,64.3,66.1,83,994.9,16,69.8,69.8,6,70,0.00,116,81,181,7
39899,2014-06-27-13,2014-06-27-07,0,75.2,66.1,69.0,74,995.2,47,75.2,78.4,7,140,0.00,292,112,486,8
39899,2014-06-27-14,2014-06-27-08,0,80.6,66.2,70.5,62,994.6,100,80.6,83.3,6,120,0.00,476,138,623,7
39899,2014-06-27-15,2014-06-27-09,0,84.2,66.2,71.5,55,994.2,100,84.2,87.1,7,160,0.00,645,165,691,8
39899,2014-06-27-16,2014-06-27-10,0,84.9,66.5,71.2,54,1016.5,78,84.9,88.0,7,160,0.00,791,213,708,8
39899,2014-06-27-17,2014-06-27-11,0,87.8,66.3,72.5,49,993.9,76,87.8,91.2,7,190,0.00,886,240,715,8
39899,2014-06-27-18,2014-06-27-12,0,87.1,65.7,71.0,49,1016.1,80,87.1,90.1,8,190,0.00,942,230,753,9
39899,2014-06-27-19,2014-06-27-13,0,89.6,64.5,71.7,43,992.9,100,89.6,92.3,8,180,0.00,928,233,739,9
39899,2014-06-27-20,2014-06-27-14,0,89.6,64.5,71.7,43,992.6,100,89.6,92.3,9,180,0.00,862,257,680,10
39899,2014-06-27-21,2014-06-27-15,0,89.6,64.5,71.7,43,992.2,100,89.6,92.3,10,170,0.00,763,211,693,12
39899,2014-06-27-22,2014-06-27-16,0,89.6,64.5,71.7,43,992.2,100,89.6,92.3,11,190,0.00,618,155,694,13
39899,2014-06-27-23,2014-06-27-17,0,87.8,64.5,71.4,46,992.6,100,87.8,90.3,10,180,0.00,446,105,669,12
39899,2014-06-28-00,2014-06-27-18,0,86.0,66.2,72.0,52,992.6,100,86.0,89.1,10,180,0.00,254,150,309,12
39899,2014-06-28-01,2014-06-27-19,0,84.2,68.0,72.4,58,992.9,100,84.2,87.9,10,150,0.00,65,53,78,12
39899,2014-06-28-02,2014-06-27-20,0,82.4,68.0,72.1,62,993.2,100,82.4,85.9,11,160,0.00,0,0,0,13
39899,2014-06-28-03,2014-06-27-21,0,80.6,68.0,71.7,66,993.2,100,80.6,83.9,11,150,0.00,0,0,0,13
39899,2014-06-28-04,2014-06-27-22,0,80.6,69.8,72.8,70,993.6,100,80.6,84.5,11,150,0.00,0,0,0,13
39899,2014-06-28-05,2014-06-27-23,0,78.8,69.7,72.3,74,993.9,79,78.8,82.5,11,170,0.00,0,0,0,13
39899,2014-06-28-06,2014-06-28-00,0,77.0,69.7,71.6,78,993.9,78,77.0,80.6,11,170,0.00,0,0,0,13
39899,2014-06-28-07,2014-06-28-01,0,75.2,69.7,71.2,83,993.9,99,75.2,78.9,10,170,0.00,0,0,0,12
39899,2014-06-28-08,2014-06-28-02,0,75.2,69.7,71.2,83,993.9,99,75.2,78.9,10,140,0.00,0,0,0,12
39899,2014-06-28-09,2014-06-28-03,0,75.2,69.7,71.2,83,993.6,100,75.2,78.9,9,130,0.00,0,0,0,10
39899,2014-06-28-10,2014-06-28-04,0,75.2,69.7,71.2,83,993.6,100,75.2,78.9,9,160,0.01,0,0,0,10
39899,2014-06-28-11,2014-06-28-05,0,75.2,69.7,71.2,83,993.6,100,75.2,78.9,9,150,0.00,0,0,0,10
39899,2014-06-28-12,2014-06-28-06,0,77.0,69.7,71.6,78,994.6,100,77.0,80.6,9,180,0.00,30,30,0,10
39899,2014-06-28-13,2014-06-28-07,0,80.6,69.8,72.8,70,994.9,100,80.6,84.5,9,180,0.00,157,137,53,10
39899,2014-06-28-14,2014-06-28-08,0,80.6,71.5,73.9,74,994.9,100,80.6,85.3,9,210,0.03,167,162,9,10
39899,2014-06-28-15,2014-06-28-09,0,80.1,71.0,72.3,74,1017.2,97,80.1,84.5,9,210,0.00,339,274,93,10
39899,2014-06-28-16,2014-06-28-10,0,68.0,63.4,65.0,86,995.6,91,68.0,68.0,10,200,0.00,514,272,296,12
39899,2014-06-28-17,2014-06-28-11,0,84.2,69.8,73.7,62,993.9,97,84.2,88.9,11,160,0.00,509,351,175,13
39899,2014-06-28-18,2014-06-28-12,0,86.0,71.6,75.3,62,993.6,67,86.0,92.3,11,160,0.00,771,433,357,13
39899,2014-06-28-19,2014-06-28-13,0,82.4,73.3,75.6,74,993.2,11,82.4,88.6,11,140,0.00,912,273,680,13
39899,2014-06-28-20,2014-06-28-14,0,87.8,71.6,75.9,59,992.2,5,87.8,94.7,12,160,0.00,862,253,686,14
39899,2014-06-28-21,2014-06-28-15,0,87.8,69.8,74.5,55,991.6,2,87.8,93.4,14,160,0.00,761,210,693,16
39899,2014-06-28-22,2014-06-28-16,0,87.8,69.8,74.5,55,991.6,34,87.8,93.4,15,180,0.00,617,152,698,17
39899,2014-06-28-23,2014-06-28-17,0,87.1,69.6,73.3,56,1014.1,68,87.1,92.3,16,180,0.00,438,137,591,18
39899,2014-06-29-00,2014-06-28-18,0,75.2,71.5,72.6,89,991.2,90,75.2,79.3,15,130,0.00,232,124,320,17
39899,2014-06-29-01,2014-06-28-19,0,75.2,71.5,72.6,89,991.6,92,75.2,79.3,13,160,0.00,82,73,55,15
39899,2014-06-29-02,2014-06-28-20,0,77.0,71.5,72.9,83,991.9,78,77.0,81.1,13,170,0.00,0,0,0,15
39899,2014-06-29-03,2014-06-28-21,0,78.8,71.5,73.6,79,991.9,77,78.8,83.2,14,180,0.00,0,0,0,16
39899,2014-06-29-04,2014-06-28-22,0,78.8,71.5,73.6,79,991.9,98,78.8,83.2,14,170,0.00,0,0,0,16
39899,2014-06-29-05,2014-06-28-23,0,77.0,71.5,72.9,83,991.2,100,77.0,81.1,14,170,0.00,0,0,0,16
39899,2014-06-29-06,2014-06-29-00,0,77.0,71.5,72.9,83,991.2,83,77.0,81.1,15,190,0.00,0,0,0,17
39899,2014-06-29-07,2014-06-29-01,0,78.8,71.5,73.6,79,990.6,83,78.8,83.2,15,200,0.00,0,0,0,17
39899,2014-06-29-08,2014-06-29-02,0,77.0,71.5,72.9,83,990.2,95,77.0,81.1,15,190,0.00,0,0,0,17
39899,2014-06-29-09,2014-06-29-03,0,73.4,66.1,68.3,78,990.2,89,73.4,77.1,16,230,0.00,0,0,0,18
39899,2014-06-29-10,2014-06-29-04,0,71.6,66.1,67.8,83,990.9,85,71.6,76.1,15,210,0.00,0,0,0,17
39899,2014-06-29-11,2014-06-29-05,0,66.9,63.9,64.1,90,991.8,93,66.1,66.1,14,210,0.00,10,10,0,16
39899,2014-06-29-12,2014-06-29-06,0,73.4,67.9,69.5,83,991.9,95,73.4,77.2,14,230,0.00,91,69,118,16
39899,2014-06-29-13,2014-06-29-07,0,73.0,67.8,68.0,84,1014.1,91,73.0,76.9,11,230,0.00,254,136,319,13
39899,2014-06-29-14,2014-06-29-08,0,75.2,66.1,69.0,74,992.9,58,75.2,78.4,11,230,0.00,457,106,649,13
39899,2014-06-29-15,2014-06-29-09,0,78.8,67.9,71.2,70,992.9,80,78.8,82.0,11,190,0.00,627,186,637,13
39899,2014-06-29-16,2014-06-29-10,0,82.4,69.8,73.3,66,992.9,57,82.4,86.7,11,210,0.00,774,236,659,13
39899,2014-06-29-17,2014-06-29-11,0,84.2,69.8,73.7,62,992.9,31,84.2,88.9,10,230,0.00,885,239,717,12
39899,2014-06-29-18,2014-06-29-12,0,84.2,69.8,73.7,62,992.9,3,84.2,88.9,10,260,0.00,931,245,727,12
39899,2014-06-29-19,2014-06-29-13,0,86.0,69.8,74.3,59,992.9,1,86.0,91.1,8,250,0.00,935,216,765,9
39899,2014-06-29-20,2014-06-29-14,0,87.8,71.6,75.9,59,990.9,0,87.8,94.7,8,220,0.00,881,200,766,9
39899,2014-06-29-21,2014-06-29-15,0,87.1,71.1,74.3,59,1013.1,0,87.1,93.3,9,220,0.00,779,163,774,10
39899,2014-06-29-22,2014-06-29-16,0,87.8,71.6,75.9,59,989.9,0,87.8,94.7,9,210,0.00,637,114,784,10
39899,2014-06-29-23,2014-06-29-17,0,84.2,71.6,74.9,66,989.9,0,84.2,89.9,8,210,0.00,463,88,735,9
39899,2014-06-30-00,2014-06-29-18,0,84.2,71.6,74.9,66,989.6,0,84.2,89.9,9,190,0.00,283,118,490,10
39899,2014-06-30-01,2014-06-29-19,0,82.4,71.6,74.4,70,989.2,2,82.4,87.6,11,190,0.00,110,78,200,13
39899,2014-06-30-02,2014-06-29-20,0,80.6,73.3,75.2,79,989.2,2,80.6,86.2,14,180,0.00,0,0,0,16
39899,2014-06-30-03,2014-06-29-21,0,78.8,71.5,73.6,79,989.2,1,78.8,83.2,15,190,0.00,0,0,0,17
39899,2014-06-30-04,2014-06-29-22,0,78.8,71.5,73.6,79,989.6,25,78.8,83.2,14,190,0.00,0,0,0,16
39899,2014-06-30-05,2014-06-29-23,0,78.8,71.5,73.6,79,990.6,47,78.8,83.2,14,210,0.00,0,0,0,16
39899,2014-06-30-06,2014-06-30-00,0,78.8,71.5,73.6,79,990.9,87,78.8,83.2,13,210,0.00,0,0,0,15
39899,2014-06-30-07,2014-06-30-01,0,77.0,71.5,72.9,83,990.9,99,77.0,81.1,13,180,0.00,0,0,0,15
39899,2014-06-30-08,2014-06-30-02,0,75.2,71.5,72.6,89,991.2,100,75.2,79.3,14,150,0.00,0,0,0,16
39899,2014-06-30-09,2014-06-30-03,0,75.2,71.5,72.6,89,990.6,100,75.2,79.3,16,180,0.00,0,0,0,18
39899,2014-06-30-10,2014-06-30-04,0,73.4,71.5,72.0,94,988.2,100,73.4,77.7,15,180,0.01,0,0,0,17
39899,2014-06-30-11,2014-06-30-05,0,73.4,67.9,69.5,83,987.6,100,73.4,77.2,16,200,0.01,0,0,0,18
39899,2014-06-30-12,2014-06-30-06,0,75.2,71.5,72.6,89,988.2,100,75.2,79.3,14,210,0.00,24,24,0,16
39899,2014-06-30-13,2014-06-30-07,0,75.2,71.5,72.6,89,988.2,100,75.2,79.3,14,210,0.00,158,114,118,16
39899,2014-06-30-14,2014-06-30-08,0,78.8,69.7,72.3,74,987.9,100,78.8,82.5,15,230,0.00,340,220,223,17
39899,2014-06-30-15,2014-06-30-09,0,79.0,69.6,72.0,73,1010.0,100,79.0,82.7,14,230,0.00,396,206,275,16
39899,2014-06-30-16,2014-06-30-10,0,80.6,69.8,72.8,70,987.2,100,80.6,84.5,13,240,0.00,527,259,328,15
39899,2014-06-30-17,2014-06-30-11,0,82.4,71.6,74.4,70,986.6,100,82.4,87.6,12,210,0.00,714,408,340,14
39899,2014-06-30-18,2014-06-30-12,0,86.0,73.4,76.5,66,985.6,88,86.0,93.6,11,200,0.00,876,345,562,13
39899,2014-06-30-19,2014-06-30-13,0,87.8,73.4,76.8,62,984.6,98,87.8,96.1,13,200,0.00,903,289,654,15
39899,2014-06-30-20,2014-06-30-14,0,87.8,75.2,78.1,66,985.2,100,87.8,97.7,12,180,0.00,861,254,682,14
39899,2014-06-30-21,2014-06-30-15,0,87.8,75.2,78.1,66,984.2,34,87.8,97.7,13,200,0.00,765,204,704,15
39899,2014-06-30-22,2014-06-30-16,0,86.0,75.2,77.7,70,984.9,10,86.0,95.1,16,220,0.00,631,113,777,18
39899,2014-06-30-23,2014-06-30-17,0,84.2,75.1,77.2,74,984.9,1,84.2,92.5,17,200,0.00,453,96,700,20
39899,2014-07-01-00,2014-06-30-18,0,71.6,67.9,68.9,88,988.9,8,71.6,76.1,19,70,0.00,275,118,467,22
39899,2014-07-01-01,2014-06-30-19,0,71.6,67.9,68.9,88,982.9,96,71.6,76.1,16,110,0.00,87,76,68,18
39899,2014-07-01-02,2014-06-30-20,0,71.6,67.9,68.9,88,981.9,100,71.6,76.1,21,80,0.00,0,0,0,24
39899,2014-07-01-03,2014-06-30-21,0,69.8,67.9,68.4,94,985.2,98,68.4,68.4,36,10,0.01,0,0,0,41
39899,2014-07-01-04,2014-06-30-22,0,69.8,66.1,67.2,88,983.6,100,69.2,69.2,23,90,0.06,0,0,0,26
39899,2014-07-01-05,2014-06-30-23,0,68.0,66.1,66.7,94,983.2,99,67.6,67.6,14,150,0.26,0,0,0,16
39899,2014-07-01-06,2014-07-01-00,0,69.8,66.1,67.2,88,983.2,99,69.8,69.8,14,170,0.11,0,0,0,16
39899,2014-07-01-07,2014-07-01-01,0,69.8,66.1,67.2,88,982.2,100,69.8,69.8,10,220,0.11,0,0,0,12
39899,2014-07-01-08,2014-07-01-02,0,69.8,66.1,67.2,88,983.2,100,69.8,69.8,12,220,0.03,0,0,0,14
39899,2014-07-01-09,2014-07-01-03,0,69.8,66.1,67.2,88,983.9,38,69.8,69.8,13,220,0.00,0,0,0,15
39899,2014-07-01-10,2014-07-01-04,0,69.8,66.1,67.2,88,983.6,24,69.8,69.8,14,220,0.00,0,0,0,16
39899,2014-07-01-11,2014-07-01-05,0,69.8,66.1,67.2,88,984.6,26,69.8,69.8,13,240,0.00,10,10,0,15
39899,2014-07-01-12,2014-07-01-06,0,71.6,66.1,67.8,83,984.2,9,71.6,76.1,11,240,0.00,116,79,198,13
39899,2014-07-01-13,2014-07-01-07,0,73.4,66.1,68.3,78,984.9,60,73.4,77.1,9,240,0.00,297,134,446,10
39899,2014-07-01-14,2014-07-01-08,0,77.0,66.1,69.3,69,985.2,15,77.0,79.8,14,240,0.00,481,133,646,16
39899,2014-07-01-15,2014-07-01-09,0,80.6,64.4,69.4,58,985.2,5,80.6,82.7,14,250,0.00,650,167,699,16
39899,2014-07-01-16,2014-07-01-10,0,80.6,60.8,67.2,51,984.6,30,80.6,81.8,14,250,0.00,792,184,746,16
39899,2014-07-01-17,2014-07-01-11,0,82.4,60.8,67.7,48,984.2,52,82.4,83.4,14,250,0.00,885,236,721,16
39899,2014-07-01-18,2014-07-01-12,0,82.4,60.8,67.7,48,984.9,50,82.4,83.4,14,240,0.00,933,250,725,16
39899,2014-07-01-19,2014-07-01-13,0,82.4,62.6,68.7,51,985.2,49,82.4,83.9,12,240,0.00,932,244,733,14
39899,2014-07-01-20,2014-07-01-14,0,82.4,62.6,68.7,51,985.2,18,82.4,83.9,14,250,0.00,874,218,738,16
39899,2014-07-01-21,2014-07-01-15,0,82.4,62.6,68.7,51,985.2,89,82.4,83.9,20,250,0.00,530,230,377,23
39899,2014-07-01-22,2014-07-01-16,0,80.6,62.6,68.2,54,984.9,96,80.6,82.3,14,250,0.00,362,307,83,16
39899,2014-07-01-23,2014-07-01-17,0,80.6,60.8,67.2,51,984.6,93,80.6,81.8,14,240,0.00,217,203,26,16
39899,2014-07-02-00,2014-07-01-18,0,78.8,60.8,66.7,54,984.6,93,78.8,80.3,13,250,0.00,126,114,36,15
39899,2014-07-02-01,2014-07-01-19,0,69.2,62.7,63.7,80,986.0,62,69.2,69.2,10,240,0.00,89,77,74,12
39899,2014-07-02-02,2014-07-01-20,0,68.8,62.6,63.9,81,986.6,42,68.8,68.8,12,220,0.00,0,0,0,14
39899,2014-07-02-03,2014-07-01-21,0,68.0,62.7,62.9,84,986.9,72,67.6,67.6,13,220,0.00,0,0,0,15
39899,2014-07-02-04,2014-07-01-22,0,67.3,62.6,63.1,85,987.3,26,66.8,66.8,13,240,0.00,0,0,0,15
39899,2014-07-02-05,2014-07-01-23,0,66.5,62.4,63.5,87,987.7,6,65.8,65.8,13,250,0.00,0,0,0,15
39899,2014-07-02-06,2014-07-02-00,0,65.7,62.1,62.2,89,987.9,0,64.7,64.7,13,270,0.00,0,0,0,15
39899,2014-07-02-07,2014-07-02-01,0,65.5,62.5,62.4,90,987.0,1,65.2,65.2,9,270,0.00,0,0,0,10
39899,2014-07-02-08,2014-07-02-02,0,64.8,62.0,62.6,91,987.3,3,64.0,64.0,11,260,0.00,0,0,0,13
39899,2014-07-02-09,2014-07-02-03,0,63.7,60.9,60.8,91,988.0,2,62.4,62.4,12,250,0.00,0,0,0,14
39899,2014-07-02-10,2014-07-02-04,0,62.6,59.3,58.9,90,988.8,2,60.9,60.9,12,250,0.00,0,0,0,14
39899,2014-07-02-11,2014-07-02-05,0,61.5,58.0,58.5,88,989.4,2,59.6,59.6,12,280,0.00,10,10,0,14
39899,2014-07-02-12,2014-07-02-06,0,61.1,57.1,58.3,87,990.1,2,59.1,59.1,12,260,0.00,110,66,232,14
39899,2014-07-02-13,2014-07-02-07,0,62.3,57.2,57.8,84,990.7,8,60.9,60.9,10,280,0.00,283,132,413,12
39899,2014-07-02-14,2014-07-02-08,0,62.3,56.6,57.4,82,990.5,98,60.9,60.9,11,280,0.00,179,173,12,13
39899,2014-07-02-15,2014-07-02-09,0,63.1,56.2,58.5,79,990.5,73,61.8,61.8,11,280,0.00,527,314,309,13
39899,2014-07-02-16,2014-07-02-10,0,63.7,56.6,58.3,78,991.3,28,62.8,62.8,9,290,0.00,749,283,573,10
39899,2014-07-02-17,2014-07-02-11,0,64.1,57.1,58.3,78,992.2,22,63.4,63.4,9,280,0.00,874,275,666,10
39899,2014-07-02-18,2014-07-02-12,0,63.9,57.7,58.7,80,993.0,94,63.1,63.1,9,280,0.00,642,352,308,10
39899,2014-07-02-19,2014-07-02-13,0,63.0,57.7,59.3,83,993.8,99,62.0,62.0,9,330,0.00,305,290,16,10
39899,2014-07-02-20,2014-07-02-14,0,60.1,56.5,56.8,88,994.2,100,57.6,57.6,13,330,0.00,200,193,7,15
39899,2014-07-02-21,2014-07-02-15,0,57.2,54.4,53.9,91,994.4,88,53.8,53.8,13,20,0.00,304,282,28,15
39899,2014-07-02-22,2014-07-02-16,0,56.5,53.6,53.7,90,994.8,84,53.4,53.4,11,30,0.00,320,262,87,13
39899,2014-07-02-23,2014-07-02-17,0,55.6,52.6,53.7,90,995.1,88,52.6,52.6,10,40,0.00,223,191,62,12
39899,2014-07-03-00,2014-07-02-18,0,55.1,52.0,51.8,89,995.4,92,52.3,52.3,9,40,0.01,81,81,0,10
39899,2014-07-03-01,2014-07-02-19,0,54.2,50.7,51.6,88,995.5,100,53.3,53.3,4,90,0.01,20,20,0,5
39899,2014-07-03-02,2014-07-02-20,0,54.4,51.1,51.8,89,995.2,100,53.1,53.1,5,350,0.02,0,0,0,6
39899,2014-07-03-03,2014-07-02-21,0,54.8,51.3,51.6,88,996.1,100,54.8,54.8,2,360,0.01,0,0,0,2
39899,2014-07-03-04,2014-07-02-22,0,55.3,51.9,51.8,89,995.9,100,55.3,55.3,3,30,0.01,0,0,0,3
39899,2014-07-03-05,2014-07-02-23,0,55.8,52.6,53.5,89,996.0,95,55.4,55.4,4,320,0.00,0,0,0,5
39899,2014-07-03-06,2014-07-03-00,0,56.3,53.5,53.9,91,996.1,99,54.9,54.9,6,340,0.00,0,0,0,7
39899,2014-07-03-07,2014-07-03-01,0,56.9,53.8,53.7,90,996.4,100,55.3,55.3,7,260,0.00,0,0,0,8
39899,2014-07-03-08,2014-07-03-02,0,57.2,54.0,53.7,90,996.2,100,54.7,54.7,9,320,0.05,0,0,0,10
39899,2014-07-03-09,2014-07-03-03,0,57.2,52.9,53.0,86,996.3,100,53.6,53.6,14,330,0.04,0,0,0,16
39899,2014-07-03-10,2014-07-03-04,0,56.6,50.6,52.1,81,996.9,100,53.0,53.0,13,350,0.01,0,0,0,15
39899,2014-07-03-11,2014-07-03-05,0,56.5,48.2,50.9,74,997.6,100,53.2,53.2,12,0,0.00,5,5,0,14
39899,2014-07-03-12,2014-07-03-06,0,56.8,46.5,50.0,69,998.3,41,54.1,54.1,10,270,0.00,96,68,148,12
39899,2014-07-03-13,2014-07-03-07,0,58.7,48.0,51.4,68,998.9,17,58.3,58.3,5,280,0.00,299,136,446,6
39899,2014-07-03-14,2014-07-03-08,0,59.0,48.3,53.0,68,998.6,3,59.0,59.0,2,320,0.00,499,108,730,2
39899,2014-07-03-15,2014-07-03-09,0,59.8,48.5,52.6,66,998.5,1,59.8,59.8,1,300,0.00,681,138,788,1
39899,2014-07-03-16,2014-07-03-10,0,61.2,51.9,55.4,72,999.1,3,61.2,61.2,2,290,0.00,825,176,798,2
39899,2014-07-03-17,2014-07-03-11,0,62.3,53.3,55.6,73,999.4,1,62.3,62.3,2,310,0.00,926,171,840,2
39899,2014-07-03-18,2014-07-03-12,0,63.0,54.8,57.7,75,999.6,0,63.0,63.0,2,70,0.00,970,212,805,2
39899,2014-07-03-19,2014-07-03-13,0,63.2,55.4,57.9,76,999.5,1,63.2,63.2,2,90,0.00,958,223,784,2
39899,2014-07-03-20,2014-07-03-14,0,63.9,55.0,57.3,73,999.0,34,63.9,63.9,5,80,0.00,822,334,549,6
39899,2014-07-03-21,2014-07-03-15,0,64.0,54.9,57.3,73,998.7,10,63.9,63.9,6,80,0.00,778,182,748,7
39899,2014-07-03-22,2014-07-03-16,1,63.8,54.9,57.3,73,999.1,4,63.8,63.8,5,70,0.00,642,131,767,6
39899,2014-07-03-23,2014-07-03-17,2,63.7,54.9,57.3,73,999.5,3,63.7,63.7,4,90,0.00,477,73,792,5
39899,2014-07-04-00,2014-07-03-18,3,63.6,55.3,57.7,75,999.9,4,63.6,63.6,4,110,0.00,290,128,485,5
39899,2014-07-04-01,2014-07-03-19,4,64.1,53.9,56.6,70,1000.3,4,64.0,64.0,7,160,0.00,115,73,263,8
39899,2014-07-04-02,2014-07-03-20,5,63.7,53.3,56.4,69,1000.0,2,63.3,63.3,8,180,0.00,0,0,0,9
39899,2014-07-04-03,2014-07-03-21,6,63.4,53.4,56.6,70,1000.4,0,62.8,62.8,8,190,0.00,0,0,0,9
39899,2014-07-04-04,2014-07-03-22,7,63.1,53.6,56.8,71,1000.9,0,62.4,62.4,8,210,0.00,0,0,0,9
39899,2014-07-04-05,2014-07-03-23,8,62.8,54.0,57.3,73,1001.5,1,61.9,61.9,9,220,0.00,0,0,0,10
39899,2014-07-04-06,2014-07-04-00,9,62.4,54.4,56.0,75,1001.8,1,61.3,61.3,9,240,0.00,0,0,0,10
39899,2014-07-04-07,2014-07-04-01,10,62.3,55.1,56.6,78,1002.1,0,61.4,61.4,8,230,0.00,0,0,0,9
39899,2014-07-04-08,2014-07-04-02,11,62.0,55.0,56.6,78,1001.8,0,60.9,60.9,9,250,0.00,0,0,0,10
39899,2014-07-04-09,2014-07-04-03,12,61.8,54.9,56.8,79,1002.1,0,60.5,60.5,9,260,0.00,0,0,0,10
39899,2014-07-04-10,2014-07-04-04,13,61.3,54.7,56.8,79,1002.8,4,60.0,60.0,9,280,0.00,0,0,0,10
39899,2014-07-04-11,2014-07-04-05,14,60.9,54.5,57.0,80,1003.4,0,59.5,59.5,9,290,0.00,10,10,0,10
39899,2014-07-04-12,2014-07-04-06,4,60.8,54.5,57.0,80,1003.9,0,59.6,59.6,8,310,0.00,116,63,289,9
39899,2014-07-04-13,2014-07-04-07,5,62.9,57.3,59.1,82,1004.5,0,62.9,62.9,5,350,0.00,296,142,425,6
39899,2014-07-04-14,2014-07-04-08,6,63.2,57.6,59.1,82,1004.4,0,63.2,63.2,5,10,0.00,484,100,719,6
39899,2014-07-04-15,2014-07-04-09,7,63.6,57.7,58.9,81,1004.4,0,63.6,63.6,6,30,0.00,660,134,765,7
39899,2014-07-04-16,2014-07-04-10,8,64.2,57.4,58.5,79,1004.8,0,64.2,64.2,6,40,0.00,808,183,769,7
39899,2014-07-04-17,2014-07-04-11,9,64.7,57.0,59.5,76,1005.1,0,64.7,64.7,6,50,0.00,907,219,766,7
39899,2014-07-04-18,2014-07-04-12,10,65.1,56.5,59.1,74,1005.0,0,65.1,65.1,6,50,0.00,967,217,796,7
39899,2014-07-04-19,2014-07-04-13,11,66.1,56.3,58.5,71,1004.7,0,66.1,66.1,6,80,0.00,964,213,800,7
